interaction_id,source_id,pop_id,ReportedCommonName,ReportedScientificName,method,count_sample,count_dietitems,percent_FO,percent_relativeFO,percent_weight,percent_volume,via,percent_IV,HarmonizedScientificName,study_specificity,life-stage,winter,spring,summer,autumn,location_of_interaction,notes
int_0910,Trapp 1973,Trapp 1973,Wasp,Hymenoptera,scat,8,8,3.52,1.25,n/a,,n/a,n/a,Hymenoptera,unique,not described,,,,,Appendix D10; Appendix D19,
int_0933,Trapp 1973,Trapp 1973,Juniper,Juniperus,scat,6,6,2.64,0.94,n/a,,n/a,n/a,Juniperus,elevated,leaves,,,,,Appendix D10; Appendix D19,
int_0911,Trapp 1973,Trapp 1973,Utah juniper,Juniperus osteosperma,scat,29,29,12.78,4.55,n/a,,n/a,n/a,Juniperus osteosperma,,,,,,,Appendix D10; Appendix D19,
int_0912,Trapp 1973,Trapp 1973,Butterfly,Lepidoptera,scat,2,2,0.88,0.31,n/a,,n/a,n/a,Lepidoptera,unique,adult,,,,,Appendix D10; Appendix D19,
int_0913,Trapp 1973,Trapp 1973,Butterfly,Lepidoptera,scat,9,9,3.96,1.41,n/a,,n/a,n/a,Lepidoptera,fine scale context,larvae,,,,,Appendix D10; Appendix D19,
int_0916,Trapp 1973,Trapp 1973,Unidentified small mammal,n/a,scat,7,7,3.08,1.10,n/a,,n/a,n/a,Mammalia,elevated,not described,,,,,Appendix D10; Appendix D19,
int_0917,Trapp 1973,Trapp 1973,Skunk,Mephitis,scat,1,1,0.44,0.16,n/a,,n/a,n/a,Mephitis,unqiue,adult,,,,,Appendix D10; Appendix D19,
int_0918,Trapp 1973,Trapp 1973,n/a,Araneida & Phalangida,scat,4,4,1.76,0.63,n/a,,n/a,n/a,Arachnida,elevated,not described,,,,,Appendix D10; Appendix D19,
int_0924,Trapp 1973,Trapp 1973,House mouse,Mus musculus,scat,2,2,0.88,0.31,n/a,,n/a,n/a,Mus musculus,unqiue,not described,,,,,Appendix D10; Appendix D19,
int_0919,Trapp 1973,Trapp 1973,Desert woodrat,Neotoma lepida,scat,48,48,21.15,7.52,n/a,,n/a,n/a,Neotoma lepida,unique,not described,,,,,Appendix D10; Appendix D19,
int_0920,Trapp 1973,Trapp 1973,n/a,Odocoileus hemionus,scat,16,16,7.05,2.51,n/a,,n/a,n/a,Odocoileus hemionus,unique,not described,,,,,Appendix D10; Appendix D19,
int_0921,Trapp 1973,Trapp 1973,Olive,Oleaceae ,scat,1,1,0.44,0.16,n/a,,n/a,n/a,Oleaceae ,unique,fruit,,,,,Appendix D10; Appendix D19,
int_0895,Trapp 1973,Trapp 1973,n/a,Phalangida,scat,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,Opiliones,unique,not described,,,,,Appendix D10; Appendix D19,
int_0922,Trapp 1973,Trapp 1973,n/a,Opuntia chlorotica,scat,10,10,4.41,1.57,n/a,,n/a,n/a,Opuntia chlorotica,unique,not described,,,,,Appendix D10; Appendix D19,
int_0915,Trapp 1973,Trapp 1973,Desert prickly pear,Opuntia phaecantha ,scat,36,36,15.86,5.64,n/a,,n/a,n/a,Opuntia phaeacantha,unique,not described,,,,,Appendix D10; Appendix D19,
int_0923,Trapp 1973,Trapp 1973,Grasshopper,Orthoptera,scat,88,88,38.77,13.79,n/a,,n/a,n/a,Orthoptera,unique,not described,,,,,Appendix D10; Appendix D19,
int_0904,Trapp 1973,Trapp 1973,Rock squirrel,Citellus variegatus,scat,1,1,0.44,0.16,n/a,,n/a,n/a,Otospermophilus variegatus,unique,not described,,,,,Appendix D10; Appendix D19,
int_0926,Trapp 1973,Trapp 1973,Panacoid florets and seeds,n/a,scat,1,1,0.44,0.16,n/a,,n/a,n/a,Panicoideae,unique,florets; seeds,,,,,Appendix D10; Appendix D19,
int_0927,Trapp 1973,Trapp 1973,"Misc: Paper, Foil, etc",n/a,scat,13,13,5.73,2.04,n/a,,n/a,n/a,Human-Influenced,elevated,n/a,,,,,Appendix D10; Appendix D19,
int_0928,Trapp 1973,Trapp 1973,Paper,n/a,scat,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,Paper,unique,n/a,,,,,Appendix D10; Appendix D19,
int_0930,Trapp 1973,Trapp 1973,Deer mouse,Peromyscus spp. ,scat,50,50,22.03,7.84,n/a,,n/a,n/a,Peromyscus,unique,not described,,,,,Appendix D10; Appendix D19,
int_0931,Trapp 1973,Trapp 1973,Grasses and Sedges,Gramineae & Cyperaceae,scat,10,10,4.41,1.57,n/a,,n/a,n/a,Poaceae,elevated,not described,,,,,Appendix D10; Appendix D19,
int_0932,Trapp 1973,Trapp 1973,Grasses,Gramineae,scat,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,Poaceae,unique,,,,,,Appendix D10; Appendix D19,
int_0929,Trapp 1973,Trapp 1973,Apple,Pyrus,scat,2,2,0.88,0.31,n/a,,n/a,n/a,Pyrus,unique,not described,,,,,Appendix D10; Appendix D19,
int_1141,Trapp 1973,Trapp 1973,Western harvest mouse,Reithrodont megalotis ,scat,1,1,0.44,0.16,n/a,,n/a,n/a,Reithrodont megalotis ,unique,not described,,,,,Appendix D10; Appendix D19,
int_1140,Trapp 1973,Trapp 1973,Indian madder,Rubia tinctoria ,scat,3,3,1.32,0.47,n/a,,n/a,n/a,Rubia tinctorum,unique,not described,,,,,Appendix D10; Appendix D19,
int_1142,Trapp 1973,Trapp 1973,Desert spiny lizard,Sceloporus magister,scat,5,5,2.20,0.78,n/a,,n/a,n/a,Sceloporus magister,unique,not described,,,,,Appendix D10; Appendix D19,
int_0925,Trapp 1973,Trapp 1973,Scorpiones (vejovidae,Vejovidae,scat,11,11,4.85,1.72,n/a,,n/a,n/a,Scorpiones,unique,not described,,,,,Appendix D10; Appendix D19,
int_0914,Trapp 1973,Trapp 1973,Serpentes,n/a,scat,3,3,1.32,0.47,n/a,,n/a,n/a,Serpentes,unique,not described,,,,,Appendix D10; Appendix D19,
int_1143,Trapp 1973,Trapp 1973,Unidentified,Sauria,scat,1,1,0.44,0.16,n/a,,n/a,n/a,Squamata,unique,not described,,,,,Appendix D10; Appendix D19,
int_1153,Trapp 1973,Trapp 1973,Unidentified tetrapoda,Tetrapoda,scat,4,4,1.76,0.63,n/a,,n/a,n/a,Tetrapoda,,not described,,,,,Appendix D10; Appendix D19,
int_0936,Trapp 1973,Trapp 1973,Botta's pocket gopher,Thomomys bottae,scat,9,9,3.96,1.41,n/a,,n/a,n/a,Thomomys bottae,unique,not described,,,,,Appendix D10; Appendix D19,
int_1152,Trapp 1973,Trapp 1973,Common side-blotched lizard,Uta stansburiana,scat,1,1,0.44,0.16,n/a,,n/a,n/a,Uta stansburiana,unique,not described,,,,,Appendix D10; Appendix D19,
int_1150,Trapp 1973,Trapp 1973,n/a,Pisces,scat,1,1,0.44,0.16,n/a,,n/a,n/a,Vertebrata,unique,not described,,,,,Appendix D10; Appendix D19,
int_1144,Trapp 1973,Trapp 1973,n/a,Diptera,scat,4,4,1.76,0.63,n/a,,n/a,n/a,Diptera,unique,not described,,,,,Appendix D10; Appendix D19,
int_0937,Trapp 1973,Trapp 1973,Grapes wild and cultivated,Vitis,scat,13,13,5.73,2.04,n/a,,n/a,n/a,Vitis,unique,fruit,,,,,Appendix D10; Appendix D19,
int_1161,Trapp 1973,Trapp 1973,Unidentified matter,n/a,scat,19,19,8.37,2.98,n/a,,n/a,n/a,Eukaryote,elevated,not described,,,,,Appendix D10; Appendix D19,
int_0935,Trapp 1973,Trapp 1973,Unidentified vegetable matter,n/a,scat,38,38,16.74,5.96,n/a,,n/a,n/a,Plantae,elevated,not described,,,,,Appendix D10; Appendix D19,
int_1157,Trapp 1973,Trapp 1973,Raisins,n/a,scat,42,42,18.50,6.58,n/a,,n/a,n/a,Vitis,fine scale context,not described,,,,,Appendix D10; Appendix D19,
int_1151,Tzintzun Sánchez 2022,,n/a,Arecaceae,scat,2.0,,4.0,1,n/a,n/a,,n/a,Arecaceae,unique,not described,not assessed,not mentioned,not mentioned,not mentioned,page 38; Cuadro 3,
int_1154,Tzintzun Sánchez 2022,,n/a,Aves,scat,2.0,,4.0,1,n/a,n/a,,n/a,Aves,unique,not described,not assessed,not mentioned,not mentioned,not mentioned,Cuadro 3,
int_1146,Tzintzun Sánchez 2022,,n/a,Blattodea,scat,5.0,,11.0,4,n/a,n/a,,n/a,Blattodea,unique,not described,not assessed,not mentioned,not mentioned,not mentioned,page 47; Cuadro 3,
int_1145,Tzintzun Sánchez 2022,,n/a,Coleoptera,scat,17.0,,37.0,12,n/a,n/a,,n/a,Coleoptera,unique,not described,not assessed,not mentioned,not mentioned,not mentioned,page 47; Cuadro 3,
int_1155,Tzintzun Sánchez 2022,,n/a,Ficus sp.,scat,n/a,,n/a,n/a,n/a,n/a,,n/a,Ficus,unique,seed,not assessed,not mentioned,not mentioned,not mentioned,page 46,
int_0938,Tzintzun Sánchez 2022,,dulce,n/a,scat,n/a,,n/a,n/a,n/a,n/a,,n/a,Foil,unique,not relevant,not assessed,not mentioned,not mentioned,not mentioned,page 39,
int_1148,Tzintzun Sánchez 2022,,n/a,Formicidae,scat,2.0,,4.0,1,n/a,n/a,,n/a,Formicidae,unique,not described,not assessed,not mentioned,not mentioned,not mentioned,Cuadro 3,
int_1147,Tzintzun Sánchez 2022,,O. Antrópico,n/a,scat,8.0,,17.0,6,n/a,n/a,,n/a,human-influenced,elevated,not relevant,not assessed,not mentioned,not mentioned,not mentioned,Cuadro 3,
int_1156,Tzintzun Sánchez 2022,,n/a,Moracea,scat,21.0,,46.0,15,n/a,n/a,,n/a,Moracea,elevated,not described,not assessed,not mentioned,not mentioned,not mentioned,page 37; Cuadro 3,
int_1159,Tzintzun Sánchez 2022,,n/a,Orthoptera,scat,9,,20.0,6,n/a,n/a,,n/a,Orthoptera,unique,not described,not assessed,not mentioned,not mentioned,not mentioned,page 47; Cuadro 3,
int_1160,Tzintzun Sánchez 2022,,n/a,Passifloracea,scat,4.0,,9.0,3,n/a,n/a,,n/a,Passifloracea,unique,not described,not assessed,not mentioned,not mentioned,not mentioned,Cuadro 3,
int_1158,Tzintzun Sánchez 2022,,n/a,Peromyscus sp.,scat,10.0,,22.0,7,n/a,n/a,,n/a,Peromyscus,unique,not described,not assessed,not mentioned,not mentioned,not mentioned,page 38; page 46; Cuadro 3,
int_1149,Tzintzun Sánchez 2022,,n/a,Phytolacca icosandra,scat,n/a,,n/a,n/a,n/a,n/a,,n/a,Phytolacca icosandra,unique,seed,not assessed,not mentioned,not mentioned,not mentioned,page 46,
int_0950,Tzintzun Sánchez 2022,,n/a,Phytolaccaceae,scat,2.0,,4.0,1,n/a,n/a,,n/a,Phytolaccaceae,elevated,not described,not assessed,not mentioned,not mentioned,not mentioned,page 38; Cuadro 3,
int_0948,Tzintzun Sánchez 2022,,plásticos,n/a,scat,n/a,,n/a,n/a,n/a,n/a,,n/a,Plastic,unique,not relevant,not assessed,not mentioned,not mentioned,not mentioned,page 39,
int_0951,Tzintzun Sánchez 2022,,n/a,Rattus norvergicus,scat,3.0,,7.0,2,n/a,n/a,,n/a,Rattus norvegicus,unique,not described,not assessed,not mentioned,not mentioned,not mentioned,page 38; page 46; Cuadro 3,
int_0954,Tzintzun Sánchez 2022,,n/a,Rattus rattus,scat,6.0,,13.0,4,n/a,n/a,,n/a,Rattus rattus,unique,not described,not assessed,not mentioned,not mentioned,not mentioned,page 38; page 46; Cuadro 3,
int_0939,Tzintzun Sánchez 2022,,n/a,Rosacea,scat,1.0,,2.0,1,n/a,n/a,,n/a,Rosacea,unique,not described,not assessed,not mentioned,not mentioned,not mentioned,Cuadro 3,
int_0945,Tzintzun Sánchez 2022,,n/a,Sciurus aureogaster ,scat,7.0,,15.0,5,n/a,n/a,,n/a,Sciurus aureogaster ,unique,not described,not assessed,not mentioned,not mentioned,not mentioned,page 38; Cuadro 3,
int_0940,Tzintzun Sánchez 2022,,n/a,Sigmodon sp.,scat,8.0,,17.0,6,n/a,n/a,,n/a,Sigmodon,unique,not described,not assessed,not mentioned,not mentioned,not mentioned,page 38; Cuadro 3,
int_0941,Tzintzun Sánchez 2022,,n/a,Solanacea,scat,9.0,,20.0,6,n/a,n/a,,n/a,Solanaceae,,not described,not assessed,not mentioned,not mentioned,not mentioned,page 37; Cuadro 3,
int_0942,Tzintzun Sánchez 2022,,n/a,Soricidae,scat,7.0,,15.0,5,n/a,n/a,,n/a,Soricidae,unique,not described,not assessed,not mentioned,not mentioned,not mentioned,page 47; Cuadro 3,
int_0943,Villanueva 2008,,Short-horned grasshopper,F. Acrididae,scat,,,,,,,,n/a,Acrididae,,,,,,,,
int_0944,Villanueva 2008,,n/a,F.  Mesembranthemaceae  spp.,scat,,,,,,,,n/a,Aizoaceae,,,,,,,,
int_0953,Villanueva 2008,,Pigweed,F. Amarantaceae,scat,,,,,,,,n/a,Amaranthaceae,,,,,,,,
int_0980,Villanueva 2008,,Sunflower,F. Compositae,scat,,,,,,,,n/a,Asteraceae,,,,,,,,
int_0946,Villanueva 2008,,Bird,Aves,scat,,,,,,,,n/a,Aves,,,,,,,,
int_0947,Villanueva 2008,,n/a,Cascaron,scat,,,,,,,,n/a,Aves,,egg,,,,,,
int_0955,Villanueva 2008,,Southern pygmy mouse,Baiomys musculus,scat,,,,,,,,n/a,Baiomys musculus,,,,,,,,
int_0979,Villanueva 2008,,Northern pygmy mouse,Baiomys taylori,scat,,,,,,,,n/a,Baiomys taylori,,,,,,,,
int_0961,Villanueva 2008,,Hairy beggarticks,Bidens odotara,scat,,,,,,,,n/a,Bidens pilosa,,,,,,,,
int_0957,Villanueva 2008,,Beggartick,Bidens serrulata,scat,,,,,,,,n/a,Bidens serrulata,,,,,,,,
int_0981,Villanueva 2008,,Pepper,Capsicum sp.,scat,,,,,,,,n/a,Capsicum,,,,,,,,
int_0969,Villanueva 2008,,Ground beetle,F. Carabidae,scat,,,,,,,,n/a,Carabidae,,,,,,,,
int_0970,Villanueva 2008,,Beetle,O. Coleoptera,scat,,,,,,,,n/a,Coleoptera,,,,,,,,
int_0959,Villanueva 2008,,Mexican hawthorn,Crataegus mexicana,scat,,,,,,,,n/a,Crataegus mexicana,,,,,,,,
int_0971,Villanueva 2008,,Bee shrew,Cryptotis parva,scat,,,,,,,,n/a,Cryptotis parva,,,,,,,,
int_0960,Villanueva 2008,,Gourd,F. Cucurbitaceae sp,scat,,,,,,,,n/a,Cucurbitaceae sp,,,,,,,,
int_0972,Villanueva 2008,,Fly,O.  Diptera ,scat,,,,,,,,n/a,Diptera,,larva,,,,,,
int_0973,Villanueva 2008,,n/a,F. Leguminosae,scat,,,,,,,,n/a,Fabaceae,,,,,,,,
int_0974,Villanueva 2008,,Ant,F. Formicidae,scat,,,,,,,,n/a,Formicidae,,,,,,,,
int_0975,Villanueva 2008,,n/a,O. Hemiptera,scat,,,,,,,,n/a,Hemiptera,,,,,,,,
int_0962,Villanueva 2008,,n/a,Insecta,scat,,,,,,,,n/a,Insecta,,,,,,,,
int_0976,Villanueva 2008,,n/a,Insectivora,scat,,,,,,,,n/a,Insectivora,,,,,,,,
int_0977,Villanueva 2008,,Tick,F. Ixodidae,scat,,,,,,,,n/a,Ixodidae,,,,,,,,
int_0978,Villanueva 2008,,n/a,Jaegeria sp,scat,,,,,,,,n/a,Jaegeria,,,,,,,,
int_0949,Villanueva 2008,,n/a,F. Labiateae,scat,,,,,,,,n/a,Lamiaceae,,,,,,,,
int_0952,Villanueva 2008,,n/a,Liomys irroratus,scat,,,,,,,,n/a,Liomys irroratus,,,,,,,,
int_0982,Villanueva 2008,,n/a,Liomys pictus,scat,,,,,,,,n/a,Liomys pictus,,,,,,,,
int_0984,Villanueva 2008,,n/a,Madera,scat,,,,,,,,n/a,Magnoliopsida,,,,,,,,
int_0985,Villanueva 2008,,n/a,Megadontomys cryophilus,scat,,,,,,,,n/a,Megadontomys cryophilus,,,,,,,,
int_0986,Villanueva 2008,,n/a,F. Melolontidae,scat,,,,,,,,n/a,Melolonthinae,,,,,,,,
int_0987,Villanueva 2008,,n/a,Microtus mexicanus,scat,,,,,,,,n/a,Microtus mexicanus,,,,,,,,
int_0988,Villanueva 2008,,n/a,Mus musculus,scat,,,,,,,,n/a,Mus musculus,,,,,,,,
int_0989,Villanueva 2008,,n/a,Neotoma mexicana,scat,,,,,,,,n/a,Neotoma mexicana,,,,,,,,
int_0990,Villanueva 2008,,Sap beetle,F.  Nitidulidae,scat,,,,,,,,n/a,Nitidulidae,,,,,,,,
int_0991,Villanueva 2008,,Pricklypear,F. Cactaceae Opuntia sp,scat,,,,,,,,n/a,Opuntia,,,,,,,,
int_0992,Villanueva 2008,,Grasshopper,O. Ortoptera,scat,,,,,,,,n/a,Orthoptera,,,,,,,,
int_0993,Villanueva 2008,,n/a,Oryzomys couesi,scat,,,,,,,,n/a,Oryzomys couesi,,,,,,,,
int_0994,Villanueva 2008,,n/a,Peromyscus aztecus,scat,,,,,,,,n/a,Peromyscus aztecus,,,,,,,,
int_0995,Villanueva 2008,,n/a,Peromyscus difficilis,scat,,,,,,,,n/a,Peromyscus difficilis,,,,,,,,
int_0963,Villanueva 2008,,n/a,Peromyscus gratus,scat,,,,,,,,n/a,Peromyscus gratus,,,,,,,,
int_0958,Villanueva 2008,,n/a,Peromyscus leucopus,scat,,,,,,,,n/a,Peromyscus leucopus,,,,,,,,
int_0996,Villanueva 2008,,n/a,Peromyscus levipes,scat,,,,,,,,n/a,Peromyscus levipes,,,,,,,,
int_0997,Villanueva 2008,,n/a,Peromyscus maniculatus,scat,,,,,,,,n/a,Peromyscus maniculatus,,,,,,,,
int_0998,Villanueva 2008,,n/a,Peromyscus megalops,scat,,,,,,,,n/a,Peromyscus megalops,,,,,,,,
int_0999,Villanueva 2008,,n/a,Peromyscus melanophrys,scat,,,,,,,,n/a,Peromyscus melanophrys,,,,,,,,
int_1000,Villanueva 2008,,n/a,Peromyscus melanotis,scat,,,,,,,,n/a,Peromyscus melanotis,,,,,,,,
int_1001,Villanueva 2008,,n/a,Physalis aff. Foetens,scat,,,,,,,,n/a,Physalis,,,,,,,,
int_0964,Villanueva 2008,,n/a,Physalis sp.,scat,,,,,,,,n/a,Physalis,,,,,,,,
int_0965,Villanueva 2008,,n/a,F. Phytolaccaceae Phytolacca sp.,scat,,,,,,,,n/a,Phytolacca,,,,,,,,
int_1002,Villanueva 2008,,Grass,F. Graminea,scat,,,,,,,,n/a,Poaceae,,,,,,,,
int_0956,Villanueva 2008,,n/a,Prunus capulli,scat,,,,,,,,n/a,Prunus serotina var. salicifolia,,,,,,,,
int_1003,Villanueva 2008,,n/a,Reithrodontomys fulvescens,scat,,,,,,,,n/a,Reithrodontomys fulvescens,,,,,,,,
int_1004,Villanueva 2008,,n/a,Reithrodontomys megalotis,scat,,,,,,,,n/a,Reithrodontomys megalotis,,,,,,,,
int_0983,Villanueva 2008,,n/a,Reithrodontomys microdon,scat,,,,,,,,n/a,Reithrodontomys microdon,,,,,,,,
int_1102,Villanueva 2008,,n/a,Reithrodontomys sumichrasti,scat,,,,,,,,n/a,Reithrodontomys sumichrasti,,,,,,,,
int_1103,Villanueva 2008,,n/a,Rodentia ,scat,,,,,,,,n/a,Rodentia ,,,,,,,,
int_0966,Villanueva 2008,,Rose,F. Rosaceae,scat,,,,,,,,n/a,Rosaceae,,,,,,,,
int_0967,Villanueva 2008,,n/a,F. Rubiaceae,scat,,,,,,,,n/a,Rubiaceae,,,,,,,,
int_0968,Villanueva 2008,,n/a,Rubus aff. Adenotrichos,scat,,,,,,,,n/a,Rubus,,,,,,,,
int_1104,Villanueva 2008,,Scarab beetle,F. Escarabaidae,scat,,,,,,,,n/a,Scarabaeidae,,,,,,,,
int_1105,Villanueva 2008,,n/a,Sceloporus sp.,scat,,,,,,,,n/a,Sceloporus,,,,,,,,
int_1126,Villanueva 2008,,n/a,Sigmodon hispidus,scat,,,,,,,,n/a,Sigmodon hispidus,,,,,,,,
int_1129,Villanueva 2008,,n/a,O. Sifonaptera,scat,,,,,,,,n/a,Siphonaptera,,,,,,,,
int_1110,Villanueva 2008,,n/a,Solanum sp,scat,,,,,,,,n/a,Solanum,,,,,,,,
int_1005,Villanueva 2008,,Saussure's shrew,Sorex saussurei,scat,,,,,,,,n/a,Sorex saussurei,,,,,,,,
int_1115,Villanueva 2008,,Rove beetle,F. Stafilinidae,scat,,,,,,,,n/a,Staphylinidae,,,,,,,,
int_1109,Villanueva 2008,,n/a,F. Vitaceae,scat,,,,,,,,n/a,Vitaceae,,,,,,,,
int_1123,Villanueva 2008,,n/a,F. Vochyaceae,scat,,,,,,,,n/a,Vochysiaceae ,,,,,,,,
int_1118,Villanueva 2008,,Corn,Zea maiz,scat,,,,,,,,n/a,Zea mays,,,,,,,,
int_1132,White and Lloyd 1962,,Peregrine falcon,Falco peregrinus,observation,,,,,,,,n/a,Falco peregrinus,,adult,,,,,,
int_1006,Wood 1952,Wood 1952a,Animal (unidentified),n/a,scat,,,5.2,,n/a,tr,,n/a,Animalia,,not described,,,,,Table XXXIII; page 157,
int_1122,Wood 1952,Wood 1952a,n/a,Araneida,scat,,,5.2,,n/a,tr,,n/a,Araneae,,not described,,,,,Table XXXIII; page 157,
int_1134,Wood 1952,Wood 1952b,bird (unidentified),n/a,organ,,,20.0,,tr,tr,,n/a,Aves,,not described,,,,,Table XXXII; page 152,
int_1130,Wood 1952,Wood 1952a,n/a,Callicarpa americana,scat,,,10.5,,n/a,5.5,,n/a,Callicarpa americana,,not described,,,,,Table XXXIII; page 157,
int_1125,Wood 1952,Wood 1952b,n/a,Cambarus sp.,organ,,,10.0,,0.1,-,,n/a,Cambarus,,not described,,,,,Table XXXII; page 154,
int_1116,Wood 1952,Wood 1952b,n/a,Richmondena cardinalis,organ,,,10.0,,4.6,5.8,,n/a,Cardinalis cardinalis,,not described,,,,,Table XXXII; page 152,
int_1131,Wood 1952,Wood 1952a,n/a,Richmondena cardinalis,scat,,,21.0,,n/a,16.0,,n/a,Cardinalis cardinalis,,not described,,,,,Table XXXIII; page 156,
int_1114,Wood 1952,Wood 1952b,n/a,Celtis occidentalis,organ,,,10.0,,2.6,2.9,,n/a,Celtis occidentalis,,not described,,,,,Table XXXII; page 155,
int_1127,Wood 1952,Wood 1952a,n/a,Celtis occidentalis,scat,,,5.2,,n/a,7.3,,n/a,Celtis occidentalis,,not described,,,,,Table XXXIII; page 157,
int_1113,Wood 1952,Wood 1952a,n/a,Cocculus carolinus,scat,,,5.2,,n/a,tr,,n/a,Cocculus carolinus,,not described,,,,,Table XXXIII; page 158,
int_1128,Wood 1952,Wood 1952a,n/a,Colaptes auratus,scat,,,5.2,,n/a,5.2,,n/a,Colaptes auratus,,not described,,,,,Table XXXIII; page 156,
int_1112,Wood 1952,Wood 1952a,n/a,Diospyros virginiana,scat,,,10.5,,n/a,tr,,n/a,Diospyros virginiana,,not described,,,,,Table XXXIII; page 157,
int_1124,Wood 1952,Wood 1952a,n/a,Diplopoda,scat,,,10.5,,n/a,4.4,,n/a,Diplopoda,,not described,,,,,Table XXXIII; page 157,
int_1107,Wood 1952,Wood 1952a,n/a,Haldea striatula,scat,,,5.2,,n/a,0.2,,n/a,Haldea striatula,,not described,,,,,Table XXXIII; page 156,
int_1119,Wood 1952,Wood 1952b,n/a,Ilex spp. ,organ,,,20.0,,11.6,9.2,,n/a,Ilex,,not described,,,,,Table XXXII; page 154,
int_1133,Wood 1952,Wood 1952a,n/a,Ilex spp. ,scat,,,21.0,,n/a,10.2,,n/a,Ilex,,not described,,,,,Table XXXIII; page 157,
int_1117,Wood 1952,Wood 1952b,Insects,n/a,organ,,,50.0,,1.6,2.9,,n/a,Insecta,,not described,,,,,Table XXXII; page 154,
int_1007,Wood 1952,Wood 1952a,Insects,n/a,scat,,,47.3,,n/a,9.2,,n/a,Insecta,,not described,,,,,Table XXXIII; page 157,
int_1108,Wood 1952,Wood 1952b,n/a,Lepidoptera,organ,,,10.0,,tr,tr,,n/a,Lepidoptera,,larva,,,,,Table XXXII; page 153,
int_1120,Wood 1952,Wood 1952a,n/a,Lepidoptera,scat,,,1.8,,n/a,5.2,,n/a,Lepidoptera,,larva,,,,,Table XXXIII; page 157,
int_1111,Wood 1952,Wood 1952b,n/a,Molosthros ater,organ,,,10.0,,tr,tr,,n/a,Molothrus ater,,not described,,,,,Table XXXII; page 152,
int_1106,Wood 1952,Wood 1952a,n/a,Passeriformes,scat,,,10.5,,n/a,5.5,,n/a,Passeriformes,,not described,,,,,Table XXXIII; page 156,
int_1121,Wood 1952,Wood 1952b,n/a,Peromyscus sp.,organ,,,10.0,,2.4,3.9,,n/a,Peromyscus,,not described,,,,,Table XXXII; page 152,
int_1008,Wood 1952,Wood 1952a,n/a,Peromyscus sp.,scat,,,5.2,,n/a,3.9,,n/a,Peromyscus,,not described,,,,,Table XXXIII; page 156,
int_1026,Wood 1952,Wood 1952a,n/a,Gramineae,scat,,,5.2,,n/a,tr,,n/a,Poaceae,,not described,,,,,Table XXXIII; page 157,
int_1029,Wood 1952,Wood 1952b,n/a,Quercus stellata,organ,,,20.0,,17.2,15.5,,n/a,Quercus stellata,,not described,,,,,Table XXXII; page 154,
int_1014,Wood 1952,Wood 1952a,n/a,Robinia pseudo-acacia,scat,,,5.2,,n/a,5.0,,n/a,Robinia pseudoacacia,,not described,,,,,Table XXXIII; page 158,
int_1011,Wood 1952,Wood 1952b,n/a,Sigmodon hispidus,organ,,,10.0,,48.1,50.6,,n/a,Sigmodon hispidus,,not described,,,,,Table XXXII; page 152,
int_1015,Wood 1952,Wood 1952a,n/a,Sigmodon hispidus,scat,,,26.3,,n/a,19.4,,n/a,Sigmodon hispidus,,not described,,,,,Table XXXIII; page 156,
int_1022,Wood 1952,Wood 1952b,n/a,Sturnella sp.,organ,,,10.0,,0.3,0.9,,n/a,Sturnella,,not described,,,,,Table XXXII; page 152,
int_1010,Wood 1952,Wood 1952b,n/a,Sylvilagus floridanus,organ,,,20.0,,9.4,9.2,,n/a,Sylvilagus floridanus,,not described,,,,,Table XXXII; page 152,
int_1020,Wood 1952,Wood 1952a,n/a,Turdus migratorius,scat,,,5.2,,n/a,5.2,,n/a,Turdus migratorius,,not described,,,,,Table XXXIII; page 156,
int_1028,Wood 1952,Wood 1952a,unidentified,n/a,scat,,,5.2,,n/a,0.2,,n/a,debris,elevated,not described,,,,,Table XXXIII; page 158,
int_1024,Wood 1954,,Spider,n/a,scat and organ,,,,,,small quantity,,n/a,Araneae,,not described,yes,unknown,no,unknown,page 414,
int_1023,Wood 1954,,Southern ground snake,n/a,scat,,,,,,trace,,n/a,Atractus trihedrurus,,,unknown,unknown,no,unknown,page 414,
int_1032,Wood 1954,,unidentified bird,n/a,scat and organ,,,,,,3.0,,n/a,Aves,,not described,yes,unknown,no,unknown,page 414,
int_1012,Wood 1954,,French mulberries,n/a,scat and organ,,,,,,3.0,,n/a,Callicarpa americana,,not described,yes,unknown,no,unknown,page 414,
int_1019,Wood 1954,,Cardinal,n/a,scat and organ,,,,,,11.0,,n/a,Cardinalidae,,not described,yes,unknown,no,unknown,page 414,
int_1009,Wood 1954,,Hackberry,n/a,scat and organ,,,,,,5.0,,n/a,Celtis,,not described,yes,unknown,no,unknown,page 414,
int_1030,Wood 1954,,Flicker,n/a,scat and organ,,,,,,3.0,,n/a,Colaptes,,not described,yes,unknown,no,unknown,page 414,
int_1031,Wood 1954,,Crayfish,n/a,scat and organ,,,,,,small quantity,,n/a,Decapoda,,not described,yes,unknown,no,unknown,page 414,
int_1021,Wood 1954,,Persimmons,n/a,scat and organ,,,,,,trace,,n/a,Diospyros,,not described,yes,unknown,no,unknown,page 414,
int_1025,Wood 1954,,Millipede,n/a,scat and organ,,,,,,small quantity,,n/a,Diplopoda,,not described,yes,unknown,no,unknown,page 414,
